,doch,jedoch,aber,andererseits,allerdings,hingegen
administered,0.0,2.0,0.0,0.0,0.0,0.0
administering,0.0,0.0,1.0,0.0,0.0,0.0
administration,2.0,2.0,5.0,0.0,2.0,0.0
administrations,0.0,1.0,1.0,0.0,0.0,0.0
administrative,3.0,0.0,11.0,2.0,0.0,0.0
administrators,1.0,0.0,0.0,0.0,0.0,0.0
admirable,2.0,0.0,0.0,0.0,0.0,0.0
admire,0.0,0.0,1.0,0.0,0.0,0.0
admirer,0.0,0.0,1.0,0.0,0.0,0.0
admirers,1.0,0.0,0.0,0.0,0.0,0.0
admission,0.0,0.0,1.0,0.0,0.0,0.0
admit,4.0,5.0,11.0,1.0,8.0,0.0
admitted,0.0,1.0,1.0,0.0,0.0,0.0
admittedly,6.0,1.0,7.0,0.0,13.0,0.0
ado,0.0,0.0,1.0,0.0,0.0,0.0
adopt,3.0,3.0,6.0,0.0,0.0,0.0
adopted,9.0,8.0,16.0,0.0,3.0,0.0
adopting,0.0,1.0,0.0,0.0,0.0,0.0
adoption,0.0,1.0,3.0,0.0,1.0,0.0
adopts,0.0,1.0,0.0,0.0,0.0,0.0
adrian,0.0,0.0,1.0,0.0,0.0,0.0
adult,1.0,0.0,1.0,0.0,0.0,0.0
adulterated,0.0,0.0,1.0,0.0,0.0,0.0
adults,0.0,1.0,1.0,0.0,1.0,0.0
advance,1.0,1.0,2.0,0.0,0.0,0.0
advanced,0.0,1.0,1.0,0.0,0.0,0.0
advancement,0.0,0.0,1.0,0.0,0.0,0.0
advances,1.0,2.0,3.0,0.0,0.0,0.0
advancing,0.0,1.0,0.0,0.0,0.0,0.0
advantage,0.0,1.0,10.0,1.0,1.0,0.0
advantageous,1.0,1.0,0.0,0.0,0.0,0.0
advantages,2.0,0.0,5.0,1.0,1.0,0.0
advantages;,0.0,0.0,1.0,0.0,0.0,0.0
advent,0.0,0.0,0.0,0.0,1.0,0.0
adversary,1.0,0.0,1.0,0.0,0.0,0.0
adverse,1.0,0.0,1.0,0.0,0.0,0.0
adversity,1.0,0.0,0.0,0.0,0.0,0.0
advertise,0.0,0.0,1.0,0.0,0.0,0.0
advertising,0.0,2.0,1.0,0.0,0.0,0.0
advice,2.0,1.0,4.0,0.0,0.0,0.0
advisable,1.0,0.0,0.0,0.0,1.0,0.0
advise,1.0,2.0,1.0,0.0,1.0,0.0
advised,0.0,1.0,1.0,0.0,0.0,0.0
advises,1.0,0.0,0.0,0.0,0.0,0.0
advisory,0.0,0.0,4.0,0.0,0.0,0.0
advocate,0.0,4.0,2.0,0.0,2.0,0.0
advocated,0.0,0.0,1.0,0.0,0.0,0.0
advocates,0.0,0.0,0.0,0.0,1.0,0.0
advocates-general,0.0,0.0,1.0,0.0,0.0,0.0
advocating,0.0,0.0,1.0,0.0,1.0,0.0
aelvoet,1.0,0.0,0.0,0.0,0.0,0.0
aeroplanes,0.0,1.0,1.0,0.0,0.0,0.0
aerospace,1.0,0.0,0.0,0.0,0.0,0.0
affair,2.0,1.0,2.0,0.0,0.0,1.0
affairs,9.0,4.0,14.0,1.0,2.0,0.0
affect,1.0,4.0,7.0,0.0,0.0,0.0
affected,1.0,3.0,6.0,1.0,0.0,0.0
affecting,1.0,0.0,0.0,0.0,0.0,0.0
affects,3.0,3.0,6.0,0.0,0.0,0.0
affirm,0.0,0.0,1.0,0.0,0.0,0.0
affirmations,1.0,0.0,0.0,0.0,0.0,0.0
afford,2.0,0.0,3.0,0.0,0.0,0.0
affordable,0.0,0.0,1.0,0.0,0.0,0.0
afforded,0.0,0.0,1.0,0.0,0.0,0.0
affords,0.0,1.0,0.0,0.0,0.0,0.0
afghan,0.0,0.0,1.0,0.0,0.0,0.0
afghanistan,1.0,1.0,5.0,1.0,0.0,0.0
aforementioned,0.0,0.0,1.0,0.0,0.0,0.0
afraid,3.0,18.0,5.0,0.0,5.0,0.0
africa,0.0,1.0,10.0,0.0,0.0,0.0
african,1.0,3.0,6.0,0.0,0.0,0.0
africans,0.0,0.0,2.0,0.0,0.0,0.0
after,63.0,8.0,39.0,0.0,4.0,0.0
aftermath,0.0,0.0,0.0,0.0,1.0,0.0
afternoon,2.0,1.0,4.0,1.0,0.0,0.0
afterwards,0.0,0.0,2.0,0.0,0.0,0.0
again,18.0,20.0,44.0,1.0,5.0,0.0
against,18.0,25.0,51.0,3.0,7.0,2.0
age,6.0,5.0,4.0,0.0,1.0,0.0
ageing,0.0,2.0,0.0,0.0,1.0,0.0
agencies,1.0,1.0,10.0,1.0,1.0,0.0
agencies;,0.0,0.0,1.0,0.0,0.0,0.0
agency,0.0,4.0,5.0,0.0,1.0,0.0
agency's,0.0,0.0,1.0,0.0,0.0,0.0
agency;,0.0,0.0,1.0,0.0,0.0,0.0
agenda,4.0,6.0,22.0,2.0,2.0,0.0
agendas,1.0,0.0,0.0,0.0,0.0,0.0
agent,0.0,0.0,1.0,0.0,0.0,0.0
agents,2.0,0.0,1.0,0.0,0.0,0.0
ages,0.0,0.0,1.0,0.0,0.0,0.0
aggravated,0.0,0.0,1.0,0.0,0.0,0.0
aggravating,0.0,1.0,0.0,0.0,0.0,0.0
aggression,2.0,0.0,0.0,0.0,0.0,0.0
aggressive,1.0,0.0,1.0,0.0,0.0,0.0
aghast,0.0,1.0,0.0,0.0,0.0,0.0
agitation,0.0,0.0,0.0,0.0,1.0,0.0
ago,8.0,5.0,12.0,0.0,4.0,1.0
agree,13.0,48.0,54.0,0.0,10.0,1.0
agreed,8.0,6.0,10.0,0.0,4.0,0.0
agreeing,1.0,1.0,1.0,0.0,0.0,0.0
agreement,22.0,35.0,49.0,0.0,8.0,1.0
agreements,8.0,6.0,25.0,1.0,0.0,0.0
agrees,1.0,4.0,0.0,0.0,0.0,0.0
agri-food,1.0,0.0,0.0,0.0,0.0,0.0
agricultural,4.0,3.0,9.0,2.0,3.0,0.0
agriculture,4.0,1.0,15.0,0.0,0.0,0.0
agrimonetary,0.0,0.0,0.0,0.0,1.0,0.0
ahead,2.0,2.0,6.0,1.0,0.0,0.0
ahtisaari,0.0,0.0,1.0,0.0,0.0,0.0
aid,6.0,17.0,30.0,3.0,1.0,3.0
aids,3.0,3.0,2.0,0.0,0.0,0.0
aim,4.0,5.0,14.0,0.0,3.0,0.0
aimed,1.0,1.0,1.0,1.0,1.0,0.0
aiming,0.0,1.0,0.0,0.0,0.0,0.0
aims,5.0,5.0,5.0,0.0,0.0,0.0
air,5.0,2.0,8.0,0.0,0.0,0.0
airbus,1.0,0.0,1.0,0.0,0.0,0.0
airbus',1.0,0.0,0.0,0.0,0.0,0.0
aircraft,1.0,1.0,3.0,0.0,0.0,0.0
airlines,2.0,2.0,5.0,0.0,0.0,0.0
airport,0.0,0.0,2.0,0.0,0.0,0.0
airports,2.0,2.0,3.0,1.0,0.0,0.0
airspace,0.0,1.0,1.0,0.0,0.0,0.0
airways,0.0,0.0,0.0,0.0,1.0,0.0
akp,1.0,0.0,0.0,0.0,0.0,0.0
alakrana,0.0,0.0,1.0,0.0,0.0,0.0
alan,0.0,0.0,0.0,0.0,1.0,0.0
alarm,2.0,0.0,3.0,0.0,0.0,0.0
alarmed,0.0,1.0,0.0,0.0,0.0,0.0
alarming,0.0,2.0,5.0,0.0,2.0,0.0
alas,6.0,0.0,4.0,1.0,1.0,0.0
albania,0.0,1.0,4.0,0.0,0.0,0.0
albania;,0.0,0.0,0.0,0.0,1.0,0.0
albanian,0.0,0.0,0.0,0.0,1.0,0.0
albeit,1.0,5.0,8.0,0.0,8.0,0.0
alber,0.0,0.0,1.0,0.0,0.0,0.0
alcohol,1.0,1.0,1.0,0.0,1.0,1.0
alcoholic,0.0,1.0,0.0,1.0,0.0,0.0
alcoholism,0.0,0.0,1.0,0.0,0.0,0.0
aldea,0.0,1.0,0.0,0.0,0.0,0.0
alert,0.0,4.0,0.0,0.0,0.0,0.0
alexander,1.0,0.0,0.0,0.0,0.0,0.0
algeria,0.0,1.0,2.0,0.0,0.0,0.0
algerian,0.0,1.0,0.0,0.0,0.0,0.0
ali,0.0,0.0,0.0,1.0,0.0,0.0
aliens,0.0,0.0,1.0,0.0,0.0,0.0
alike,0.0,3.0,1.0,0.0,0.0,0.0
alive,0.0,0.0,0.0,1.0,1.0,0.0
all,168.0,149.0,377.0,11.0,36.0,2.0
all-out,0.0,1.0,0.0,0.0,0.0,0.0
allegations,1.0,0.0,1.0,0.0,0.0,0.0
alleged,0.0,0.0,1.0,0.0,0.0,0.0
allergies,0.0,0.0,1.0,0.0,0.0,0.0
alley,0.0,0.0,0.0,0.0,0.0,1.0
alliance,1.0,2.0,0.0,0.0,0.0,0.0
alliances,0.0,0.0,0.0,1.0,0.0,0.0
allied,0.0,0.0,0.0,0.0,1.0,0.0
allies,1.0,1.0,0.0,0.0,0.0,0.0
allocate,1.0,0.0,1.0,0.0,0.0,0.0
allocated,2.0,1.0,4.0,0.0,0.0,0.0
allocating,0.0,1.0,0.0,0.0,0.0,0.0
allocation,1.0,3.0,0.0,0.0,0.0,0.0
allocations,0.0,1.0,0.0,0.0,0.0,0.0
allotted,0.0,0.0,1.0,0.0,0.0,0.0
allow,9.0,22.0,32.0,2.0,5.0,1.0
allowance,1.0,0.0,0.0,0.0,0.0,0.0
allowances,0.0,0.0,1.0,0.0,0.0,0.0
allowed,3.0,4.0,9.0,0.0,4.0,1.0
allowing,2.0,4.0,1.0,1.0,0.0,0.0
allows,1.0,3.0,4.0,0.0,0.0,0.0
allude,0.0,0.0,1.0,0.0,0.0,0.0
alluded,1.0,0.0,0.0,0.0,0.0,0.0
ally,0.0,0.0,2.0,0.0,0.0,0.0
almost,4.0,6.0,11.0,1.0,1.0,0.0
alone,1.0,3.0,16.0,0.0,1.0,1.0
along,3.0,2.0,16.0,0.0,2.0,0.0
alongside,1.0,3.0,5.0,2.0,0.0,0.0
alongside’,0.0,0.0,1.0,0.0,0.0,0.0
alonso,0.0,0.0,1.0,0.0,0.0,0.0
alps,0.0,0.0,2.0,0.0,0.0,0.0
already,43.0,32.0,51.0,1.0,8.0,0.0
alright,0.0,0.0,2.0,0.0,0.0,0.0
also,87.0,459.0,1397.0,37.0,109.0,3.0
alter,2.0,2.0,2.0,0.0,0.0,0.0
alterations,0.0,0.0,1.0,0.0,0.0,0.0
altered,0.0,0.0,3.0,0.0,0.0,0.0
altering,0.0,1.0,1.0,0.0,0.0,0.0
alternative,0.0,1.0,4.0,0.0,0.0,0.0
alternatively,0.0,0.0,1.0,1.0,0.0,0.0
alternatives,3.0,0.0,3.0,0.0,0.0,0.0
althea,0.0,0.0,1.0,0.0,0.0,0.0
although,45.0,29.0,89.0,3.0,48.0,2.0
altogether,1.0,2.0,1.0,0.0,0.0,0.0
altruistic,1.0,0.0,0.0,0.0,0.0,0.0
always,19.0,26.0,42.0,0.0,7.0,0.0
alzheimer's,0.0,0.0,1.0,0.0,0.0,0.0
am,38.0,224.0,193.0,1.0,46.0,4.0
amazed,3.0,0.0,1.0,0.0,0.0,0.0
amazement,1.0,0.0,0.0,0.0,0.0,0.0
ambassador,0.0,0.0,2.0,0.0,0.0,0.0
ambiguities,0.0,1.0,0.0,0.0,0.0,0.0
ambiguity,0.0,0.0,2.0,0.0,0.0,0.0
ambiguous,1.0,0.0,0.0,0.0,0.0,0.0
ambition,3.0,2.0,2.0,0.0,0.0,0.0
ambitions,2.0,1.0,0.0,0.0,0.0,0.0
ambitious,8.0,2.0,20.0,1.0,0.0,1.0
amend,2.0,1.0,1.0,0.0,0.0,0.0
amended,0.0,2.0,4.0,0.0,0.0,1.0
amending,0.0,0.0,2.0,0.0,0.0,1.0
amendment,11.0,26.0,20.0,1.0,9.0,4.0
amendments,16.0,35.0,42.0,2.0,7.0,5.0
america,2.0,2.0,7.0,1.0,0.0,0.0
american,2.0,2.0,6.0,1.0,0.0,0.0
americans,2.0,2.0,3.0,0.0,0.0,0.0
amid,0.0,0.0,1.0,0.0,1.0,0.0
amin,0.0,0.0,1.0,0.0,0.0,0.0
amiss,0.0,0.0,1.0,0.0,0.0,0.0
amnesty,0.0,0.0,1.0,0.0,0.0,0.0
among,0.0,3.0,10.0,2.0,2.0,1.0
amongst,0.0,1.0,8.0,0.0,0.0,0.0
amorality,0.0,0.0,1.0,0.0,0.0,0.0
amount,4.0,2.0,15.0,0.0,0.0,0.0
amount;,1.0,0.0,0.0,0.0,0.0,0.0
amounts,2.0,5.0,2.0,0.0,1.0,0.0
amsterdam,3.0,1.0,7.0,0.0,1.0,0.0
amused,0.0,0.0,1.0,0.0,0.0,0.0
amusing,0.0,0.0,1.0,0.0,0.0,0.0
an,101.0,100.0,264.0,12.0,25.0,3.0
anachronistic,1.0,0.0,0.0,0.0,0.0,0.0
analogue,0.0,0.0,1.0,0.0,0.0,0.0
analyse,1.0,0.0,3.0,0.0,0.0,0.0
analysed,2.0,1.0,0.0,0.0,0.0,0.0
analyses,1.0,1.0,0.0,0.0,0.0,0.0
analysis,4.0,4.0,9.0,0.0,1.0,0.0
analyzed,0.0,1.0,0.0,0.0,0.0,0.0
anapolis,0.0,1.0,0.0,0.0,0.0,0.0
ancestral,1.0,0.0,0.0,0.0,0.0,0.0
anchor,0.0,1.0,0.0,0.0,0.0,0.0
ancient,0.0,0.0,1.0,0.0,0.0,0.0
and,474.0,368.0,1568.0,290.0,88.0,23.0
andersson,0.0,1.0,0.0,0.0,0.0,0.0
andrei,0.0,0.0,1.0,0.0,0.0,0.0
anew,0.0,0.0,2.0,0.0,0.0,0.0
angel,1.0,0.0,0.0,0.0,0.0,0.0
anger,0.0,0.0,1.0,0.0,0.0,0.0
angle,1.0,1.0,1.0,0.0,0.0,0.0
angola,0.0,0.0,1.0,0.0,0.0,0.0
anguish,0.0,1.0,0.0,0.0,0.0,0.0
animal,0.0,1.0,5.0,1.0,0.0,0.0
animal's,0.0,1.0,0.0,0.0,0.0,0.0
animal-based,0.0,0.0,1.0,0.0,0.0,0.0
animals,3.0,4.0,9.0,0.0,0.0,0.0
anna,0.0,1.0,0.0,0.0,0.0,0.0
annex,1.0,1.0,2.0,0.0,0.0,0.0
annexes,0.0,1.0,1.0,0.0,0.0,0.0
annihilation,0.0,1.0,0.0,0.0,0.0,0.0
anniversary,0.0,0.0,1.0,0.0,0.0,0.0
announce,0.0,1.0,2.0,0.0,0.0,0.0
announced,3.0,2.0,2.0,0.0,0.0,0.0
announcement,1.0,0.0,2.0,0.0,0.0,1.0
announcements,0.0,0.0,1.0,0.0,0.0,0.0
annoyed,1.0,0.0,1.0,0.0,0.0,0.0
annual,1.0,1.0,2.0,0.0,0.0,0.0
annum,0.0,0.0,1.0,0.0,0.0,0.0
anonymity,0.0,0.0,1.0,0.0,0.0,0.0
another,9.0,21.0,43.0,3.0,6.0,1.0
another;,0.0,0.0,1.0,0.0,0.0,0.0
answer,11.0,5.0,33.0,0.0,2.0,0.0
answered,1.0,0.0,3.0,0.0,0.0,0.0
answering,0.0,0.0,0.0,0.0,1.0,0.0
answers,3.0,1.0,4.0,0.0,0.0,0.0
ante,1.0,0.0,0.0,0.0,0.0,0.0
anthem,0.0,0.0,1.0,0.0,0.0,0.0
anti-american,0.0,0.0,1.0,0.0,0.0,0.0
anti-christian,0.0,0.0,1.0,0.0,0.0,0.0
anti-corruption,0.0,1.0,0.0,0.0,0.0,0.0
anti-democratic,1.0,0.0,0.0,0.0,0.0,0.0
anti-discrimination,1.0,0.0,1.0,0.0,1.0,0.0
anti-europeans,0.0,0.0,1.0,0.0,0.0,0.0
anti-farming,0.0,0.0,1.0,0.0,0.0,0.0
anti-fraud,0.0,0.0,1.0,0.0,0.0,0.0
anti-meciar,0.0,0.0,1.0,0.0,0.0,0.0
anti-personnel,0.0,0.0,2.0,0.0,0.0,0.0
anti-smoking,0.0,0.0,0.0,1.0,0.0,0.0
anti-values,0.0,0.0,1.0,0.0,0.0,0.0
antibiotics,0.0,0.0,1.0,0.0,0.0,0.0
anticipate,1.0,1.0,1.0,0.0,1.0,0.0
anticipated,0.0,0.0,1.0,0.0,0.0,0.0
anticipating,2.0,0.0,0.0,0.0,0.0,0.0
anticipatory,0.0,0.0,1.0,0.0,0.0,0.0
anttila,1.0,0.0,0.0,0.0,0.0,0.0
antwerp,0.0,1.0,0.0,0.0,0.0,0.0
antónio,1.0,0.0,0.0,0.0,0.0,0.0
anxiety,0.0,1.0,2.0,0.0,0.0,0.0
anxious,0.0,2.0,3.0,0.0,0.0,0.0
any,34.0,40.0,102.0,4.0,12.0,1.0
anybody,2.0,1.0,2.0,0.0,0.0,0.0
anymore,0.0,0.0,1.0,0.0,0.0,0.0
anyone,4.0,8.0,12.0,0.0,1.0,0.0
anything,4.0,5.0,15.0,0.0,1.0,0.0
anyway,4.0,1.0,14.0,0.0,3.0,0.0
anywhere,0.0,0.0,3.0,0.0,0.0,0.0
apart,11.0,2.0,14.0,1.0,0.0,1.0
apartheid,1.0,0.0,0.0,0.0,0.0,0.0
apathy,0.0,0.0,2.0,0.0,0.0,0.0
apologetic,0.0,0.0,1.0,0.0,0.0,0.0
apologise,0.0,2.0,3.0,0.0,0.0,0.0
appalled,0.0,2.0,0.0,0.0,0.0,0.0
appalling,0.0,0.0,0.0,0.0,2.0,0.0
apparent,0.0,2.0,2.0,0.0,1.0,0.0
apparently,0.0,1.0,6.0,0.0,2.0,0.0
appeal,2.0,3.0,7.0,0.0,0.0,0.0
appealed,1.0,2.0,0.0,0.0,0.0,0.0
appealing,0.0,1.0,1.0,0.0,0.0,0.0
appear,4.0,12.0,6.0,0.0,4.0,1.0
appearing,1.0,1.0,1.0,0.0,0.0,0.0
appears,2.0,11.0,11.0,0.0,3.0,1.0
appeasing,1.0,0.0,0.0,0.0,0.0,0.0
appending,0.0,0.0,1.0,0.0,0.0,0.0
appetiser’,0.0,0.0,1.0,0.0,0.0,0.0
appetite,1.0,0.0,0.0,0.0,0.0,0.0
applaud,1.0,0.0,0.0,1.0,0.0,0.0
applauded,1.0,0.0,0.0,0.0,0.0,0.0
applause,1.0,0.0,0.0,0.0,0.0,0.0
apple,0.0,0.0,1.0,0.0,0.0,0.0
applicability,0.0,0.0,1.0,0.0,0.0,0.0
applicable,0.0,2.0,6.0,0.0,0.0,0.0
applicant,3.0,1.0,2.0,0.0,0.0,0.0
applicants,0.0,0.0,2.0,0.0,0.0,0.0
application,2.0,4.0,4.0,1.0,0.0,0.0
applications,0.0,2.0,2.0,0.0,0.0,0.0
applied,3.0,4.0,12.0,0.0,1.0,0.0
applied;,0.0,0.0,0.0,1.0,0.0,1.0
applies,1.0,10.0,14.0,0.0,3.0,0.0
apply,4.0,4.0,11.0,0.0,3.0,1.0
"apply""",1.0,0.0,0.0,0.0,0.0,0.0
applying,0.0,1.0,3.0,1.0,0.0,1.0
appoint,0.0,0.0,1.0,0.0,0.0,0.0
appointed,0.0,0.0,2.0,0.0,0.0,0.0
appointing,1.0,0.0,0.0,0.0,0.0,0.0
appointment,0.0,1.0,0.0,0.0,0.0,0.0
appointments,0.0,0.0,0.0,0.0,2.0,0.0
apposite,0.0,0.0,1.0,0.0,0.0,0.0
appreciate,3.0,5.0,3.0,0.0,1.0,0.0
appreciated,0.0,0.0,1.0,0.0,0.0,0.0
appreciation,0.0,0.0,1.0,0.0,0.0,0.0
apprehensive,1.0,0.0,0.0,0.0,0.0,0.0
apprentices,0.0,0.0,1.0,0.0,0.0,0.0
approach,13.0,15.0,32.0,1.0,4.0,0.0
approach;,0.0,0.0,1.0,0.0,0.0,0.0
approached,0.0,0.0,2.0,0.0,0.0,1.0
approaches,1.0,1.0,2.0,0.0,1.0,0.0
approaching,1.0,0.0,0.0,0.0,0.0,0.0
appropriate,8.0,8.0,7.0,1.0,4.0,0.0
appropriately,0.0,0.0,1.0,0.0,0.0,0.0
appropriation,1.0,0.0,1.0,0.0,0.0,0.0
appropriations,1.0,1.0,6.0,1.0,0.0,0.0
appropriations;,0.0,1.0,0.0,0.0,0.0,0.0
approval,2.0,3.0,5.0,0.0,1.0,0.0
approve,0.0,1.0,3.0,1.0,1.0,0.0
approved,2.0,1.0,7.0,0.0,0.0,0.0
approves,0.0,0.0,2.0,0.0,0.0,0.0
approving,1.0,0.0,1.0,0.0,0.0,0.0
approximate,0.0,0.0,2.0,0.0,0.0,0.0
approximately,1.0,0.0,1.0,0.0,1.0,0.0
approximation,1.0,0.0,0.0,0.0,0.0,0.0
april,0.0,1.0,5.0,0.0,0.0,0.0
aquaculture,0.0,0.0,1.0,0.0,0.0,0.0
arab,0.0,0.0,3.0,0.0,0.0,1.0
arabia,0.0,2.0,0.0,0.0,0.0,0.0
arabs,0.0,0.0,1.0,0.0,0.0,0.0
arbitrary,1.0,0.0,1.0,0.0,0.0,0.0
arbitration,1.0,0.0,0.0,0.0,0.0,0.0
arbitrator,0.0,0.0,1.0,0.0,0.0,0.0
archaeological,0.0,0.0,1.0,0.0,0.0,0.0
architecture,1.0,1.0,1.0,1.0,0.0,0.0
archives,0.0,0.0,1.0,0.0,0.0,0.0
arctic,0.0,1.0,0.0,0.0,0.0,0.0
ardently,1.0,0.0,0.0,0.0,0.0,0.0
arduous,0.0,0.0,2.0,0.0,0.0,0.0
are,289.0,751.0,896.0,29.0,149.0,26.0
area,23.0,21.0,53.0,3.0,4.0,1.0
areas,9.0,22.0,44.0,1.0,3.0,0.0
aren't,0.0,0.0,1.0,0.0,0.0,0.0
arena,0.0,1.0,2.0,0.0,0.0,0.0
argentina,0.0,0.0,2.0,0.0,0.0,0.0
arguably,0.0,1.0,1.0,0.0,0.0,0.0
argue,1.0,3.0,4.0,0.0,1.0,0.0
argued,1.0,3.0,0.0,0.0,1.0,0.0
arguing,1.0,0.0,0.0,0.0,0.0,0.0
argument,5.0,6.0,6.0,0.0,0.0,0.0
argumentation,0.0,0.0,1.0,0.0,0.0,0.0
arguments,4.0,1.0,5.0,0.0,0.0,0.0
arif,0.0,0.0,1.0,0.0,0.0,0.0
arise,2.0,1.0,4.0,0.0,1.0,0.0
arisen,2.0,2.0,0.0,1.0,0.0,0.0
arises,3.0,10.0,3.0,0.0,1.0,0.0
arising,0.0,0.0,3.0,0.0,0.0,0.0
arithmetic,1.0,0.0,0.0,0.0,0.0,0.0
arm,0.0,0.0,1.0,0.0,0.0,0.0
armament,0.0,1.0,0.0,0.0,0.0,0.0
armaments,0.0,0.0,0.0,1.0,0.0,0.0
armed,0.0,0.0,1.0,0.0,0.0,0.0
armenia,0.0,0.0,1.0,0.0,0.0,0.0
arms,3.0,3.0,4.0,0.0,1.0,0.0
armsinitiative,0.0,0.0,1.0,0.0,0.0,0.0
army,0.0,0.0,2.0,1.0,1.0,0.0
aroma,0.0,1.0,0.0,0.0,0.0,0.0
arose,0.0,1.0,0.0,0.0,0.0,0.0
around,5.0,1.0,11.0,0.0,1.0,0.0
aroused,0.0,1.0,0.0,0.0,0.0,0.0
arrange,0.0,0.0,1.0,0.0,0.0,0.0
arranged,0.0,0.0,1.0,0.0,0.0,0.0
arrangement,1.0,1.0,3.0,0.0,0.0,0.0
arrangements,1.0,2.0,7.0,0.0,0.0,0.0
arranging,0.0,0.0,1.0,0.0,0.0,0.0
arrest,3.0,3.0,1.0,0.0,1.0,0.0
arrested,2.0,0.0,1.0,0.0,0.0,0.0
arrests,0.0,0.0,1.0,0.0,0.0,0.0
arrival,0.0,1.0,0.0,0.0,0.0,0.0
arrive,0.0,1.0,2.0,0.0,0.0,0.0
arrived,1.0,1.0,3.0,0.0,0.0,0.0
arriving,1.0,0.0,1.0,0.0,0.0,0.0
arsonists,0.0,0.0,1.0,0.0,0.0,0.0
art,0.0,0.0,1.0,0.0,0.0,0.0
article,5.0,5.0,11.0,2.0,4.0,1.0
articles,1.0,2.0,3.0,0.0,0.0,0.0
artificial,1.0,0.0,0.0,0.0,0.0,0.0
arts,0.0,0.0,1.0,0.0,0.0,0.0
as,218.0,224.0,666.0,25.0,55.0,5.0
asbestos,0.0,1.0,1.0,0.0,0.0,0.0
asbestosis,0.0,0.0,0.0,0.0,0.0,1.0
asean,1.0,0.0,2.0,0.0,0.0,0.0
asensio,0.0,0.0,1.0,0.0,0.0,0.0
ash,0.0,0.0,1.0,0.0,0.0,0.0
ashamed,0.0,0.0,1.0,0.0,0.0,0.0
ashton,0.0,1.0,1.0,0.0,0.0,0.0
asia,3.0,3.0,5.0,0.0,0.0,0.0
asian,1.0,0.0,0.0,0.0,0.0,0.0
aside,1.0,0.0,4.0,0.0,0.0,0.0
ask,38.0,40.0,43.0,0.0,13.0,0.0
asked,1.0,9.0,9.0,0.0,1.0,0.0
asking,7.0,4.0,7.0,0.0,0.0,0.0
asks,1.0,1.0,3.0,0.0,0.0,0.0
aspect,0.0,8.0,7.0,0.0,4.0,0.0
aspects,5.0,8.0,21.0,1.0,1.0,0.0
aspirations,0.0,1.0,0.0,1.0,0.0,0.0
aspire,0.0,1.0,0.0,0.0,0.0,0.0
aspires,0.0,1.0,0.0,0.0,0.0,0.0
assad,0.0,0.0,1.0,0.0,0.0,0.0
assemblies,0.0,0.0,1.0,0.0,0.0,0.0
assembly,2.0,2.0,3.0,0.0,1.0,0.0
assent,0.0,0.0,1.0,0.0,1.0,0.0
assert,0.0,2.0,0.0,0.0,0.0,0.0
asserting,0.0,0.0,1.0,0.0,0.0,0.0
assertion,0.0,0.0,1.0,0.0,0.0,0.0
assertions,0.0,0.0,0.0,0.0,1.0,0.0
assessing,0.0,2.0,1.0,0.0,0.0,0.0
assessment,0.0,8.0,3.0,0.0,0.0,0.0
assessments,0.0,2.0,4.0,0.0,0.0,0.0
asset,0.0,0.0,1.0,1.0,1.0,0.0
assets,0.0,1.0,2.0,0.0,0.0,1.0
assist,0.0,0.0,6.0,0.0,1.0,0.0
assistance,1.0,3.0,9.0,0.0,0.0,0.0
assistants,1.0,0.0,0.0,0.0,0.0,0.0
assisted,0.0,0.0,1.0,0.0,0.0,1.0
assisting,0.0,0.0,1.0,0.0,0.0,0.0
associated,0.0,2.0,2.0,0.0,0.0,0.0
association,4.0,3.0,3.0,0.0,0.0,0.0
association;,0.0,0.0,1.0,0.0,0.0,0.0
associations,0.0,1.0,4.0,0.0,1.0,0.0
assume,5.0,2.0,5.0,0.0,3.0,0.0
assumed,0.0,1.0,1.0,0.0,0.0,0.0
assumes,0.0,2.0,1.0,0.0,0.0,0.0
assuming,2.0,2.0,0.0,1.0,1.0,0.0
assumption,0.0,1.0,0.0,1.0,1.0,0.0
assumptions,0.0,0.0,1.0,0.0,0.0,0.0
assurance,0.0,1.0,0.0,0.0,0.0,0.0
assurances,0.0,0.0,1.0,0.0,1.0,0.0
assure,3.0,27.0,10.0,0.0,5.0,0.0
assured,2.0,0.0,2.0,0.0,1.0,0.0
assures,0.0,0.0,0.0,1.0,0.0,0.0
asthmatic,0.0,0.0,1.0,0.0,0.0,0.0
astonished,4.0,1.0,0.0,0.0,0.0,0.0
astonishing,3.0,1.0,1.0,1.0,0.0,0.0
astonishment,0.0,1.0,0.0,0.0,0.0,0.0
astounding,1.0,0.0,0.0,0.0,0.0,0.0
astute,0.0,0.0,1.0,0.0,0.0,0.0
asylum,1.0,2.0,6.0,0.0,0.0,0.0
asymmetrical,0.0,0.0,1.0,0.0,0.0,0.0
at,204.0,147.0,511.0,57.0,69.0,4.0
atmospheric,1.0,0.0,0.0,0.0,0.0,0.0
atrocious,0.0,0.0,1.0,0.0,0.0,0.0
attach,0.0,1.0,0.0,0.0,0.0,0.0
attached,3.0,1.0,1.0,0.0,0.0,0.0
attaching,0.0,0.0,1.0,0.0,0.0,0.0
attack,0.0,2.0,2.0,1.0,0.0,0.0
attacked,1.0,0.0,0.0,0.0,0.0,0.0
attacking,0.0,1.0,0.0,0.0,0.0,0.0
attacks,0.0,3.0,3.0,0.0,0.0,0.0
